,id,title,release_date,overview,popularity,vote_average,vote_count
4740,500682,The Highwaymen,2019-03-15,"In 1934, Frank Hamer and Manny Gault, two former Texas Rangers, are commissioned to put an end to the wave of vicious crimes perpetrated by Bonnie Parker and Clyde Barrow, a notorious duo of infamous robbers and cold-blooded killers who nevertheless are worshiped by the public.",3.4843,6.76,2194
4741,419709,Last Flag Flying,2017-11-03,"Thirty years after serving together in the Vietnam War, Larry, Sal and Richard reunite for a different type of mission: to bury Doc's son, a young Marine killed in Iraq. Forgoing the burial, the trio take the casket on a bittersweet trip up the coast to New Hampshire – along the way reminiscing and coming to terms with the shared memories of a war that continues to shape their lives.",1.1857,6.8,482
4742,205775,In the Heart of the Sea,2015-12-03,"In the winter of 1820, the New England whaling ship Essex is assaulted by something no one could believe—a whale of mammoth size and will, and an almost human sense of vengeance.",3.7237,6.76,4297
4743,15856,House on Haunted Hill,1959-01-01,"Frederick Loren invites five strangers to the party of a lifetime and offers each of them $10,000 if they can stay the night in the reportedly haunted house. Armed with a gun for protection, each guest arrives in a hearse and will either leave in it much richer…Or dead.",4.7607,6.76,593
4744,12626,Broadcast News,1987-12-16,A high-strung news producer finds herself in a love triangle between a talented but self-doubting reporter and a charming news anchor who embodies the growing trivialization of news that she is determined to fight against.,1.8145,6.76,455
4745,10156,History of the World: Part I,1981-06-12,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",28.5448,6.76,883
4746,377799,One Man and his Cow,2016-02-17,An Algerian man's life-long dream finally comes true when he receives an invitation to take his cow Jacqueline to the Paris International Agriculture Fair.,1.0994,6.759,350
4747,278427,Family Guy Presents: It's a Trap!,2010-12-21,"With the Griffins stuck again at home during a blackout, Peter tells the story of “Star Wars Episode VI: Return of the Jedi.”",1.66,6.759,441
4748,1151039,Nonnas,2025-05-01,"After losing his beloved mother, a man risks everything to honor her by opening an Italian restaurant with actual nonnas — grandmothers — as the chefs.",5.0728,6.758,472
4749,46195,Rio,2011-04-03,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",12.1797,6.758,7073
4750,3784,Frankie and Johnny,1991-10-11,"When Johnny is released from prison following a forgery charge, he quickly lands a job as a short-order cook at a New York diner. Following a brief fling with waitress Cora, he develops an attraction for Cora's friend and fellow waitress Frankie. While Frankie resists Johnny's charms initially, she eventually relents when her best friend, Tim, persuades her to give Johnny a chance.",1.6294,6.758,631
4751,509598,Mr. Jones,2019-10-03,"In 1933, Welsh journalist Gareth Jones travels to Ukraine, where he experiences the horrors of a famine. Everywhere he goes he meets henchmen of the Soviet secret service who are determined to prevent news about the catastrophe from getting out. Stalin’s forced collectivisation of agriculture has resulted in misery and ruin—the policy is tantamount to mass murder.",3.2249,6.756,452
4752,193613,Metallica: Through the Never,2013-09-25,"Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.",0.7852,6.757,304
4753,181808,Star Wars: The Last Jedi,2017-12-13,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",11.5716,6.757,16122
4754,11185,"See No Evil, Hear No Evil",1989-05-12,"A murder takes place in the shop of David Lyons, a deaf man who fails to hear the gunshot being fired. Outside, blind man Wally Karue hears the shot, but cannot see the perpetrator. Both are arrested, but escape to form an unlikely partnership. Being chased by both the law AND the original killers, can the pair work together to outwit them all?",3.3902,6.757,1049
4755,9763,Goal!,2005-09-29,"Like millions of kids around the world, Santiago harbors the dream of being a professional footballer... However, living in the Barrios section of Los Angeles, he thinks it is only that—a dream. Until one day an extraordinary turn of events has him trying out for Premiership club Newcastle United.",3.9181,6.76,1182
4756,620725,Jexi,2019-10-10,"Phil's new phone comes with an unexpected feature, Jexi...an A.I. determined to keep him all to herself in a comedy about what can happen when you love your phone more than all else.",2.948,6.756,1266
4757,390734,Kingsglaive: Final Fantasy XV,2016-07-09,"The magical kingdom of Lucis is home to the world’s last remaining Crystal, and the menacing empire of Niflheim is determined to steal it. King Regis of Lucis commands an elite force of soldiers called the Kingsglaive. Wielding their king’s magic, they fight to protect Lucis. As the overwhelming military might of the empire bears down, King Regis is faced with an impossible ultimatum – to marry his son, Prince Noctis to Princess Lunafreya of Tenebrae, captive of Niflheim, and surrender his lands to Niflheim rule.  Although the king concedes, it becomes clear that the empire will stop at nothing to achieve their devious goals, with only the Kingsglaive standing between them and world domination.",2.6465,6.756,736
4758,585268,War,2019-10-02,"Khalid, entrusted with the task of eliminating former soldier turned rogue Kabir, engages in an epic battle with his mentor who taught him everything.",3.7909,6.753,370
4759,15849,The Mummy,1932-12-22,An ancient Egyptian priest named Imhotep is revived when a British archaeological expedition finds his mummy and one of the researchers accidentally reads an ancient life-giving spell. Imhotep escapes from the field site and searches for the reincarnation of the soul of his lover.,2.6537,6.755,687
4760,467632,Bad Samaritan,2018-04-19,"A thief makes a disturbing discovery in the house where he breaks in. Later, when he returns to the same house with his partner in crime, things are no longer how he expected.",3.4521,6.754,757
4761,348765,Alaska,2015-11-05,"Nadine is a French young woman. Fausto is an Italian young man trying to make it in Paris as a restaurant waiter. They accidentally meet at a five-star hotel. Both are fragile, alone and obsessed with the idea of an unattainable happiness. Their intense love is challenged by their own individual ambition and desperation.",0.8303,6.754,311
4762,338768,Please Stand By,2018-01-26,"A young autistic woman runs away from her caregiver in order to boldly go and deliver her 500-page Star Trek script to a writing competition in Hollywood. On an adventure full of laughter and tears, Wendy follows the guiding spirit of Mr. Spock on her journey into the unknown.",1.4695,6.754,510
4763,15723,The Big Kahuna,1999-11-17,"Three salesmen working for a firm that makes industrial lubricants are waiting in the company's ""hospitality suite"" at a manufacturers' convention for a ""big kahuna"" named Dick Fuller to show up, in hopes they can persuade him to place an order that could salvage the company's flagging sales.",0.7446,6.754,367
4764,9469,He Got Game,1998-05-01,A basketball player's father must try to convince him to go to a college so he can get a shorter prison sentence.,1.9254,6.754,777
4765,5175,Rush Hour 2,2001-08-03,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.",6.9231,6.754,4487
4766,1088514,The Room Next Door,2024-10-07,"Ingrid and Martha were close friends in their youth, when they worked together at the same magazine. Ingrid went on to become an autofiction novelist while Martha became a war reporter, and they were separated by the circumstances of life. After years of being out of touch, they meet again in an extreme but strangely sweet situation.",2.9719,6.8,661
4767,919573,The Innocent,2022-10-12,"Sylvie, a nearly sixty-year-old woman, has fallen in love with Michel, a thug she marries in prison. The couple dream of starting again with a clean slate by opening a flower shop. But Sylvie’s son Abel, convinced that Michel will fall into a life of crime, disapproves of this relationship.",0.9105,6.753,369
4768,795813,I'm Your Man,2021-07-01,"Alma is a scientist coerced into participating in an extraordinary study in order to obtain research funds for her work. For three weeks, she has to live with a humanoid robot tailored to her character and needs, whose artificial intelligence is designed to be the perfect life partner for her. Enter Tom, a machine in human form in a class of its own, created solely to make her happy.",1.4644,6.753,356
4769,401246,The Square,2017-08-25,A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.,3.344,6.751,1700
4770,9739,Demolition Man,1993-10-08,"In 1996, brash L.A. detective John Spartan and maniac killer Simon Phoenix are both sentenced to decades in a cryogenic prison as punishment for a rescue mission gone wrong. When Phoenix escapes 36 years later to wreak havoc on the future, Spartan is awakened to capture his nemesis the old-fashioned way.",15.0767,6.753,4014
4771,9558,King of New York,1990-07-18,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,3.2952,6.753,752
4772,9326,Romancing the Stone,1984-03-30,"Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle.",4.1758,6.753,1999
4773,580489,Venom: Let There Be Carnage,2021-09-30,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",9.628,6.752,11034
4774,209451,Jersey Boys,2014-06-18,"A musical biopic of the Four Seasons—the rise, the tough times and personal clashes, and the ultimate triumph of a group of friends whose music became symbolic of a generation. Far from a mere tribute concert, it gets to the heart of the relationships at the centre of the group, with a special focus on frontman Frankie Valli, the small kid with the big falsetto.",2.0004,6.752,733
4775,13195,Flawless,2007-09-01,"A female executive and a night janitor conspire to commit a daring diamond heist from their mutual employer, The London Diamond Corporation.",3.212,6.752,604
4776,8489,Ali,2001-12-10,"In 1964, a brash, new pro boxer, fresh from his Olympic gold medal victory, explodes onto the scene: Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self-confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",3.5914,6.752,1836
4777,1212073,Sixty Minutes,2024-01-19,"Desperate to keep custody of his daughter, a mixed martial arts fighter abandons a big match and races across Berlin to attend her birthday party.",2.3838,6.751,593
4778,758336,Love Again,2023-05-04,"Mira Ray, dealing with the loss of her fiancé, John, sends a series of romantic texts to his old cell phone number… not realizing the number was reassigned to Rob Burns' new work phone. Rob, a journalist, is captivated by the honesty in the beautifully confessional texts. When he’s assigned to write a profile of megastar Céline Dion, he enlists her help in figuring out how to meet Mira in person and win her heart.",4.508,6.751,461
4779,635910,The Last Voyage of the Demeter,2023-08-09,The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.,4.8965,6.751,1878
4780,568091,Fractured,2019-09-22,"Driving cross-country, Ray and his wife and daughter stop at a highway rest area where his daughter falls and breaks her arm. After a frantic rush to the hospital and a clash with the check-in nurse, Ray is finally able to get her to a doctor. While the wife and daughter go downstairs for an MRI, Ray, exhausted, passes out in a chair in the lobby. Upon waking up, they have no record or knowledge of Ray's family ever being checked in.",4.1408,6.751,2827
4781,42691,Oedipus Rex,1967-09-07,"In pre-war Italy, a young couple have a baby boy. The father, however, is jealous of his son - and the scene moves to antiquity, where the baby is taken into the desert to be killed. He is rescued, given the name Oedipus, and brought up by the King and Queen of Corinth as their son. One day an oracle informs Oedipus that he is destined to kill his father and marry his mother. Horrified, he flees Corinth and his supposed parents - only to get into a fight and kill an older man on the road…",2.0556,6.751,361
4782,15144,Sixteen Candles,1984-05-04,"With the occasion all but overshadowed by her sister's upcoming wedding, angst-ridden Samantha faces her 16th birthday with typical adolescent dread. Samantha pines for studly older boy Jake, but worries that her chastity will be a turnoff for the popular senior. Meanwhile, she must constantly rebuff the affections of nerdy Ted, who is unfortunately the only boy in school who seems to take an interest in her.",3.634,6.751,2186
4783,10510,Miracle on 34th Street,1994-11-18,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.",2.8255,6.751,1132
4784,245698,Pawn Sacrifice,2015-09-16,"During the height of the Cold War, American chess prodigy Bobby Fischer finds himself caught between two superpowers when he challenges the Soviet Empire.",3.3923,6.75,1040
4785,619778,Malignant,2021-09-01,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",7.0541,6.749,2554
4786,548066,Level 16,2018-02-20,"The teenage girls of Vestalis Academy are meticulously trained in the art of being “clean girls,” practicing the virtues of perfect femininity. But what exactly are they being trained for? Vivien intends to find out.",2.1145,6.749,723
4787,28089,The Messenger,2009-11-13,"Will Montgomery, a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone, to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson, to whom he has delivered news of her husband’s death.",1.7083,6.749,470
4788,8536,Superman II,1980-12-12,"Three Kryptonian criminals led by General Zod team up with Lex Luthor to conquer Earth, forcing a depowered Superman to regain his strength and stop them.",4.9309,6.749,2470
4789,605,The Matrix Revolutions,2003-11-05,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,8.6218,6.7,10612
4790,571891,Pokémon the Movie: Mewtwo Strikes Back - Evolution,2019-07-12,"After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created Pokémon who wants to do battle.",3.5919,6.7,557
4791,21481,Twitches,2005-10-14,"Twins separated at birth, Camryn and Alex meet by chance for the first time on their 21st birthday and discover they're witches with the power to save their homeland of Coventry from the evil that threatens it. But when Camryn leaves Alex to face the darkness alone, will Coventry be doomed? Or will the sisters multiply their magic by standing together?",3.0026,6.7,530
4792,4985,The Longest Yard,1974-08-21,"A football player-turned-convict organizes a team of inmates to play against a team of prison guards. His dilemma is that the warden asks him to throw the game in return for an early release, but he is also concerned about the inmates' lack of self-esteem.",3.0774,6.748,313
4793,4978,An American Tail,1986-11-21,"A young mouse named Fievel and his family decide to migrate to America, a ""land without cats,"" at the turn of the 20th century. But somehow, Fievel ends up in the New World alone and must fend off not only the felines he never thought he'd have to deal with again but also the loneliness of being away from home.",2.5492,6.748,1424
4794,2926,The Three Musketeers,1973-12-11,"In 17th century France, young D'Artagnan wants to join the King's Musketeers, but instead befriends three legendary musketeers—Athos, Porthos, and Aramis—and together, they become embroiled in the political intrigue surrounding King Louis XIII and his adversaries, particularly the powerful Cardinal Richelieu.",2.759,6.748,345
4795,256924,Danny Collins,2015-03-19,An ageing hard-living 1970s rock star decides to change his life when he discovers a 40-year-old undelivered letter written to him by John Lennon.,3.9558,6.747,574
4796,12227,White Fang,1991-01-18,Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,9.2663,6.747,651
4797,466,Klute,1971-06-23,A high-priced call girl is forced to depend on a reluctant private eye when she is stalked by a psychopath.,2.1838,6.747,492
4798,755566,Day Shift,2022-08-12,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,12.236,6.7,2145
4799,539892,Freaks,2019-09-12,"Kept locked inside the house by her father, 7-year-old Chloe lives in fear and fascination of the outside world, where Abnormals create a constant threat—or so she believes. When a mysterious stranger offers her a glimpse of what's really happening outside, Chloe soon finds that while the truth isn't so simple, the danger is very real.",2.1253,6.746,1245
4800,9367,El Mariachi,1993-02-22,"El Mariachi just wants to play his guitar and carry on the family tradition. Unfortunately, the town he tries to find work in has another visitor, a killer who carries his guns in a guitar case. The drug lord and his henchmen mistake el Mariachi for the killer, Azul, and chase him around town trying to kill him and get his guitar case.",2.6282,6.746,1253
4801,257,Oliver Twist,2005-09-23,"When 9-year-old orphan Oliver Twist dares to ask his cruel taskmaster, Mr. Bumble, for a second serving of gruel, he's hired out as an apprentice. Escaping that dismal fate, young Oliver falls in with the street urchin known as the Artful Dodger and his criminal mentor, Fagin. When kindly Mr. Brownlow takes Oliver in, Fagin's evil henchman Bill Sikes plots to kidnap the boy.",2.2885,6.746,1227
4802,600583,The Power of the Dog,2021-10-25,"A domineering but charismatic rancher wages a war of intimidation on his brother's new wife and her teen son, until long-hidden secrets come to light.",3.5192,6.743,2898
4803,512195,Red Notice,2021-11-04,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",7.1819,6.744,6303
4804,1696,The Devil's Rejects,2005-07-22,"The murderous, backwoods Firefly family take to the road to escape the vengeful Sheriff Wydell, who is not afraid of being as ruthless as his target.",2.4926,6.744,1516
4805,1020006,Priscilla,2023-10-27,"When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",11.4914,6.74,1042
4806,814776,Bottoms,2023-08-25,Unpopular best friends PJ and Josie start a high school self-defense club to meet girls and lose their virginity. They soon find themselves in over their heads when the most popular students start beating each other up in the name of self-defense.,4.7899,6.7,801
4807,297725,The Man Who Killed Don Quixote,2018-05-19,"Toby, a cynical film director finds himself trapped in the outrageous delusions of an old Spanish shoe-maker who believes himself to be Don Quixote. In the course of their comic and increasingly surreal adventures, Toby is forced to confront the tragic repercussions of a film he made in his idealistic youth.",1.6575,6.743,1064
4808,20115,Opera,1987-12-19,A young opera singer is stalked by a deranged fan bent on killing the people associated with her to claim her for himself.,2.301,6.743,521
4809,12706,Croupier,1998-06-25,"Jack Manfred is an aspiring writer who to make ends meet, takes a job as a croupier. Jack remains an observer, knowing that everything in life is a gamble and that gamblers are born to lose. Inevitably, he gets sucked into the world of the casino which takes its toll on his relationships and the novel he is writing.",3.2126,6.743,315
4810,11904,Young Sherlock Holmes,1985-12-04,"Sherlock Holmes and Dr. Watson meet as boys in an English Boarding school. Holmes is known for his deductive ability even as a youth, amazing his classmates with his abilities. When they discover a plot to murder a series of British business men by an Egyptian cult, they move to stop it.",4.3296,6.745,686
4811,9781,Detroit Rock City,1999-08-13,"In 1978, a Kiss concert was an epoch-making event. For the four teen fans in Detroit Rock City getting tickets to the sold-out show becomes the focal point of their existence. They'll do anything for tickets -- compete in a strip club's amateur-night contest, take on religious protesters, even rob a convenience store!",1.6785,6.7,442
4812,4244,The Kid,2000-07-07,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly – with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.",3.989,6.743,1097
4813,913,The Thomas Crown Affair,1999-08-06,"Bored billionaire executive Thomas Crown entertains himself by stealing a Monet from a reputed museum with an elaborate diversion. When Catherine Banning, the insurance company's investigator, takes an interest in Crown, he may have met his match, and a complicated back-and-forth game with seductive undertones begins between them.",3.1322,6.743,1319
4814,785533,The Princess Switch 3: Romancing the Star,2021-11-18,"A priceless relic is stolen from identical royals Queen Margaret and Princess Stacy, who enlist the help of their sketchy look-alike cousin Fiona Pembroke to retrieve it.",1.724,6.742,460
4815,14924,Sid and Nancy,1986-09-12,"January 1978. After their success in England, the punk rock band Sex Pistols venture out on their tour of the southern United States. Temperamental bassist Sid Vicious is forced by his band mates to travel without his troubled girlfriend, Nancy Spungen, who will meet him in New York. When the band breaks up and Sid begins his solo career in a hostile city, the turbulent couple definitely falls into the depths of drug addiction.",1.6309,6.742,553
4816,10692,Henry: Portrait of a Serial Killer,1986-09-24,"Arriving in Chicago, Henry moves in with ex-con acquaintance Otis and starts schooling him in the ways of the serial killer.",1.597,6.742,766
4817,818397,Memory,2022-04-28,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",4.609,6.741,1626
4818,724209,Heart of Stone,2023-08-09,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable — and dangerous — weapon.,3.4944,6.741,1864
4819,538225,Deadwood: The Movie,2019-05-31,"Follow the 10-year reunion of the Deadwood camp to celebrate South Dakota's statehood. Former rivalries are reignited, alliances are tested and old wounds are reopened, as all are left to navigate the inevitable changes that modernity and time have wrought.",2.2974,6.741,442
4820,283350,Before We Go,2014-09-04,A woman who is robbed on her way to catch the 1:30 train to Boston is left stranded in New York City. She meets a man who helps her during the course of the night and the two form a romance.,2.1913,6.741,1873
4821,41110,I Am Love,2010-03-19,"Emma has left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle.",1.7434,6.741,397
4822,10935,Heaven's Gate,1980-11-19,"Harvard graduate James Averill serves as the sheriff of prosperous Jackson County, Wyoming, standing at the center of a conflict between impoverished immigrants and affluent cattle farmers. Politically connected ranchers enlist mercenary Nathan Champion—who is also vying for the affections of local madam Ella Watson—to combat the immigrant uprising. As tensions escalate, both Averill and Champion start to question their decisions.",1.8756,6.741,403
4823,10427,Red Rock West,1993-05-14,"When a promised job for Texan Michael fails to materialize in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money, and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle.",1.2364,6.741,384
4824,4271,Life Is a Long Quiet River,1988-02-03,"Two babies are switched at birth. When the mistake is discovered 12 years later, it leads to complications in the lives of both families. One family is affluent, with dutiful and (apparently) contented children. The other family is poor, with rambunctious (even delinquent) children, often hungry, but with lots of laughter in the house.",1.325,6.741,452
4825,760517,Love and Leashes,2022-02-11,"Love never hurt so good for two co-workers who enter a contractual relationship as partners in consensual play, pleasure and pain.",2.3922,6.7,306
4826,37777,Soap and Water,1983-10-27,A school janitor pretends to be a priest in order to give private lessons to a young top model.,0.3318,6.74,361
4827,11211,Bring It On: All or Nothing,2006-07-18,"A transfer student at a rough high school tries joining the cheer-leading squad and finds that she not only has to face off against the head cheerleader, but also against her former school in preparation for a cheer-off competition.",0.2536,6.74,854
4828,634,Bridget Jones's Diary,2001-04-13,"Bridget Jones is an average woman struggling against expectations. As a New Year's resolution, Bridget decides to take control of her life, starting by keeping a diary in which she will always tell the complete truth. Her charming boss takes an interest in her, and she cannot stop running into a rather disagreeable acquaintance whom Bridget cannot help finding quietly attractive.",4.3433,6.74,5421
4829,530723,Bad Education,2019-09-08,"A superintendent of a school district works for the betterment of the student’s education when an embezzlement scheme is discovered, threatening to destroy everything.",2.6629,6.7,754
4830,57112,Have You Met Claudia?,2004-12-15,"Claudia is married with Giovanni, a rather dull type. Meek Giacomo is happily divorced, until he meets her. Aldo is a colorful cabbie with whom she had an affair. Who'll win her heart?",0.6365,6.739,1055
4831,11086,The Majestic,2001-12-21,"Set in 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son.",2.5969,6.738,814
4832,10846,The Tiger and the Snow,2005-10-14,"Love and injury in time of war. Attilio de Giovanni teaches poetry in Italy. He has a romantic soul, and women love him. But he is in love with Vittoria, and the love is unrequited. Every night he dreams of marrying her, in his boxer shorts and t-shirt, as Tom Waits sings. Vittoria travels to Iraq with her friend, Fuad, a poet; they are there with the second Gulf War breaks out. Vittoria is injured. Attilio must get to her side, and then, as war rages around him, he must find her the medical care she needs. In war, does love conquer all?",0.9241,6.739,490
4833,9749,Fletch,1985-05-31,"When investigative reporter Irwin ""Fletch"" Fletcher goes undercover to write a piece on the drug trade at a local beach, he's approached by wealthy businessman Alan Stanwyk, who offers him $50,000 to murder him. With sarcastic wit and a knack for disguises, Fletch sets out to uncover Stanwyk's story.",2.073,6.739,743
4834,806368,The Son,2022-11-10,"A successful lawyer, with a new wife and infant, agrees to care for his teenage son from a previous marriage after his ex-wife becomes concerned about the boy's wayward behavior.",3.8212,6.7,547
4835,212716,What If,2013-09-07,"Medical-school dropout Wallace has been repeatedly burned by bad relationships. So while everyone around him, including his roommate Allan, seems to be finding the perfect partner, Wallace decides to put his love life on hold. It is then that he meets Chantry, an animator who lives with her longtime boyfriend Ben. Wallace and Chantry form an instant connection, striking up a close friendship. Still, there is no denying the chemistry between them, leading the pair to wonder, what if the love of your life is actually your best friend?",2.848,6.738,2053
4836,10585,Child's Play,1988-11-09,"After being shot in a toy store, a serial killer transfers his soul into a Good Guy doll. A mother then gifts it to her 6-year old son Andy, which unleashes terror upon the city.",5.6974,6.738,3271
4837,716612,Spencer,2021-11-04,"During her Christmas holidays with the royal family at the Sandringham estate in Norfolk, England, Diana decides to leave her marriage to Prince Charles.",3.6324,6.737,1790
4838,463319,Shadow,2018-09-30,"In a kingdom ruled by a young and unpredictable king, the military commander has a secret weapon: a shadow, a look-alike who can fool both his enemies and the King himself. Now he must use this weapon in an intricate plan that will lead his people to victory in a war that the King does not want.",2.4724,6.737,437
4839,458594,Peppermint,2018-09-06,"A grieving mother transforms herself into a vigilante following the murders of her husband and daughter, eluding the authorities to deliver her own personal brand of justice.",3.4881,6.737,2200
4840,105864,The Good Dinosaur,2015-11-14,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,8.5038,6.736,5902
4841,21474,Bring It On: Fight to the Finish,2009-07-30,"When her mother falls for a wealthy man, Lina Cruz must move in with her new stepfather and transfer from an urban East Los Angeles public high school to an exclusive prep school in Malibu, where she struggles to fit in with her affluent new peers. After snooty cheerleading captain Avery blocks Lina from varsity, Lina recruits her best friends from her old school to help her whip the pathetic junior varsity cheerleading squad -- the Sea Lions -- into fighting shape.",0.1916,6.737,575
4842,667869,The Life Ahead,2020-11-03,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.",0.8708,6.736,567
4843,587807,Tom & Jerry,2021-02-10,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",6.3642,6.736,2551
4844,14022,Slacker,1991-07-05,"Austin, Texas, is an Eden for the young and unambitious, from the enthusiastically eccentric to the dangerously apathetic. Here, the nobly lazy can eschew responsibility in favor of nursing their esoteric obsessions. The locals include a backseat philosopher who passionately expounds on his dream theories to a seemingly comatose cabbie, a young woman who tries to hawk Madonna's Pap test to anyone who will listen and a kindly old anarchist looking for recruits.",2.36,6.736,331
4845,13312,Inside,2007-06-13,"Scarred for life after a harrowing near-death experience, emotionally fragile mother-to-be Sarah is still struggling to come to terms with her loss. Overcome with silent grief, Sarah now seeks solace in work; however, she is on a collision course with sheer terror when a knock at the door in the dead of night chills her bones to the marrow. Now, the raven-haired, late-night visitor in black wants something precious from Sarah, and will stop at nothing to get it.",1.855,6.736,902
4846,11091,Riding in Cars with Boys,2001-10-19,"In 1965, a young woman with dreams of becoming a writer has a son at the age of 15 and struggles to make things work with the drug-addicted father.",1.4563,6.736,473
4847,7985,Penelope,2007-11-17,"Forlorn heiress Penelope Wilhern is cursed, and the only way out is to fall in love with someone of suitable stock. But how can she find her soulmate when she's sequestered inside her family's estate with only her parents to keep her company? This untraditional fairy tale is about a girl who bucks convention to create her own happy ending.",3.4754,6.7,1458
4848,858,Sleepless in Seattle,1993-06-24,"After the death of his mother, a young boy calls a radio station in an attempt to set his father up on a date. Across the country, an engaged woman becomes convinced that they belong together, despite their never having met. Will their paths collide despite the odds?",5.0563,6.7,2537
4849,394684,May God Save Us,2016-10-28,"Madrid, summer 2011. Economic crisis. 15-M movement and 1.5 million pilgrims waiting for the Pope’s arrival live side by side in a Madrid that’s hotter and more chaotic than ever. In this context, detectives Velarde and Alfaro must find what seems to be a serial killer. Their against-the-clock hunt will make them realise something they’d never imagined: neither of them are so very different from the killer.",1.1214,6.735,465
4850,376570,Hush,2016-03-12,A deaf woman is stalked by a psychotic killer in her secluded home.,4.287,6.7,4779
4851,256274,"As Above, So Below",2014-08-14,"When a team of explorers venture into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",5.1291,6.735,3782
